nan nan
129.001127	32.92639
129.001127	32.925804
129.001127	32.923163
129.002593	32.92199
129.00318	32.92199
129.00406	32.92287
129.00582	32.92287
129.0067	32.92375
129.008167	32.92375
129.008754	32.924043
129.008754	32.924923
129.009047	32.925217
129.009927	32.925217
129.010807	32.926097
129.014034	32.926097
129.015794	32.92463
129.016675	32.92463
129.018728	32.922577
129.018728	32.920816
129.016968	32.919056
129.017555	32.918763
129.020781	32.918763
129.021662	32.917883
129.023422	32.917883
129.023715	32.91759
129.023715	32.915829
129.024595	32.914949
129.024595	32.913189
129.025475	32.912603
129.025475	32.904095
129.025768	32.903802
129.026649	32.903802
129.027529	32.904682
129.029289	32.904682
129.029582	32.904095
129.029582	32.901748
129.028702	32.900868
129.028702	32.899988
129.029289	32.899695
129.029582	32.899988
129.029582	32.900868
129.030169	32.901162
129.031636	32.901162
129.032809	32.899988
129.032809	32.899108
129.034569	32.897348
129.033689	32.896761
129.033689	32.895881
129.031636	32.893828
129.030756	32.893828
129.030169	32.892948
129.028409	32.892948
129.027529	32.892068
129.026649	32.892068
129.026355	32.891774
129.026355	32.890894
129.024888	32.889428
129.024302	32.889428
129.023715	32.889134
129.024302	32.888841
129.025768	32.888841
129.026649	32.889428
129.027529	32.889428
129.028409	32.890308
129.029289	32.890308
129.030169	32.891188
129.031636	32.891188
129.032516	32.892068
129.033396	32.892068
129.033689	32.891774
129.033689	32.890014
129.032809	32.889134
129.032809	32.887374
129.031636	32.886201
129.030169	32.886201
129.029289	32.887081
129.028702	32.886494
129.028702	32.883267
129.029582	32.882387
129.029582	32.88092
129.030462	32.88004
129.030462	32.87916
129.029582	32.87828
129.029582	32.876813
129.028409	32.875347
129.023422	32.875347
129.022835	32.875053
129.022835	32.874173
129.023422	32.87388
129.027529	32.87388
129.028702	32.872413
129.028702	32.869186
129.029582	32.868306
129.028702	32.867426
129.029582	32.866546
129.029582	32.865959
129.030462	32.865079
129.030462	32.864199
129.028995	32.863026
129.027529	32.863026
129.026649	32.863612
129.025768	32.863612
129.025475	32.863319
129.026649	32.862146
129.027529	32.862146
129.027822	32.861559
129.027822	32.858332
129.028409	32.857745
